make,line,style,model,year,edition,power_engine,power_displacement,power_bore_x_stroke,power_compression_ratio,power_maximum_horsepower,power_maximum_torque,power_fuel_system,power_ignition,power_transmission,power_final_drive,power_electronic_rider_aids,performance_front_suspension__wheel_travel,performance_rear_suspension__wheel_travel,performance_front_tire,performance_rear_tire,performance_front_brakes,performance_rear_brakes,details_frame_type,details_raketrail,details_overall_length,details_overall_width,details_overall_height,details_ground_clearance,details_seat_height,details_dry_weight,details_curb_weight,details_fuel_capacity,details_wheelbase,details_special_features,details_color_choices
Kawasaki,eliminator,Cruiser,eliminator,2025,eliminator-se-abs,"4-stroke, 2-cylinder, DOHC, liquid-cooled",451cc,70.0 x 58.6mm,11.3:1,,"31.7 lb-ft @ 7,500 rpm",DFI® with 32mm throttle bodies,TCBI w/ Digital Advance,"6-speed, return shift",Sealed chain,Anti-lock Brake System,41mm telescopic fork/4.7 in,Twin shocks/3.1 in,130/70-18,150/80-16,"Single 310mm disc with twin-piston caliper, and ABS","Single 220mm disc with single-piston caliper, and ABS","Trellis, high-tensile steel",30.0°/4.8 in,88.6 in,30.9 in,43.3 in,5.9 in,28.9 in,363.8 lb**,390.3 lb*,3.4 gal,59.8 in,"ERGO-FIT®, Smartphone Connectivity via RIDEOLOGY THE APP",Phantom Blue/Ebony
Kawasaki,vulcan,sport-cruiser,vulcan-s,2025,vulcan-s,"4-stroke, 2-cylinder, DOHC, liquid-cooled",649cc,83.0 x 60.0mm,10.8:1,,"46.3 lb-ft @ 6,600 rpm","DFI® with 38mm throttle bodies (2), with sub-throttle valves",TCBI with Electronic Advance,6-speed with positive neutral finder,Sealed chain,"Economical Riding Indicator, Anti-lock Brake System (ABS)",41mm telescopic fork/5.1 in,Lay-down offset rear shock with linkage and adjustable preload/3.2 in,120/70-18,160/60-17,Single 300mm disc with twin-piston caliper (and ABS),Single 250mm disc with single-piston caliper (and ABS),High-tensile steel diamond frame,31°/4.7 in,90.9 in,34.6 in,43.3 in,5.1 in,27.8 in,,"498.3 lb* (ABS), 491.7 lb* (non-ABS)",3.7 gal,62.0 in,ERGO-FIT®,"Metallic Matte Graphite Gray/Metallic Matte Carbon Gray, Metallic Flat Spark Black"
Kawasaki,vulcan,sport-cruiser,vulcan-s,2025,vulcan-s-cafe-abs,"4-stroke, 2-cylinder, DOHC, liquid-cooled",649cc,83.0 x 60.0mm,10.8:1,,"46.3 lb-ft @ 6,600 rpm","DFI® with 38mm throttle bodies (2), with sub-throttle valves",TCBI with Electronic Advance,6-speed with positive neutral finder,Sealed chain,"Economical Riding Indicator, Anti-lock Brake System (ABS)",41mm telescopic fork/5.1 in,Lay-down offset rear shock with linkage and adjustable preload/3.2 in,120/70-18,160/60-17,"Single 300mm disc with twin-piston caliper, ABS","Single 250mm disc with single-piston caliper, ABS",High-tensile steel diamond frame,31°/4.7 in,90.9 in,34.6 in,44.5 in,5.1 in,27.8 in,,502.7 lb*,3.7 gal,62.0 in,ERGO-FIT®,Metallic Moondust Gray/Metallic Spark Black
Kawasaki,vulcan,classic-cruiser,vulcan-900,2025,Vulcan-900-Classic,"4-stroke, 55-degree V-twin, liquid-cooled",903cc,88.0 x 74.2mm,9.5:1,,"58.2 lb-ft @ 3,500 rpm","DFI® with 34mm throttle bodies (2), with sub-throttle valves",TCBI with Electronic Advance,5-speed with positive neutral finder,Kevlar-reinforced belt,,41mm Showa telescopic fork/5.9 in,"Uni-Trak® swingarm, 7-way adjustable spring preload/4.1 in",130/90-16,180/70-15,Single 300mm hydraulic disc,Single 270mm hydraulic disc,"Semi-double cradle, high-tensile steel",32°/6.3 in,97.0 in,39.6 in,41.9 in,5.3 in,26.8 in,,619.6 lb*,5.3 gal,64.8 in,,Metallic Carbon Gray/Phantom Blue
Kawasaki,vulcan,classic-cruiser,vulcan-900,2025,Vulcan-900-Custom,"4-stroke, 55-degree V-twin, liquid-cooled",903cc,88.0 x 74.2mm,9.5:1,,"58.2 lb-ft @ 3,500 rpm","DFI® with 34mm throttle bodies (2), with sub-throttle valves",TCBI with Electronic Advance,5-speed with positive neutral finder,Kevlar-reinforced belt,,41mm Showa telescopic fork/5.9 in,"Uni-Trak® swingarm, 7-way adjustable spring preload/4.1 in",80/90-21,180/70-15,Single 300mm hydraulic disc,Single 270mm hydraulic disc,"Semi-double cradle, high-tensile steel",33°/7.2 in,94.7 in,35.2 in,44.1 in,5.5 in,27.0 in,,610.8 lb*,5.3 gal,64.8 in,,Candy Fire Red/Ebony
Kawasaki,vulcan,classic-cruiser,vulcan-900,2025,Vulcan-900-Classic-LT,"4-stroke, 55-degree V-twin, liquid-cooled",903cc,88.0 x 74.2mm,9.5:1,,"58.2 lb-ft @ 3,500 rpm","DFI® with 34mm throttle bodies (2), with sub-throttle valves",TCBI with Electronic Advance,5-speed with positive neutral finder,Kevlar-reinforced belt,,41mm Showa telescopic fork/5.9 in,"Uni-Trak® swingarm, 7-way adjustable spring preload/4.1 in",130/90-16,180/70-15,Single 300mm hydraulic disc,Single 270mm hydraulic disc,"Semi-double cradle, high-tensile steel",32°/6.3 in,97.0 in,39.6 in,58.3 in,5.3 in,26.8 in,,657.1 lb*,5.3 gal,64.8 in,,Metallic Ocean Blue/Metallic Moondust Gray
Kawasaki,vulcan,bagger-cruiser,vulcan-1700-vaquero,2025,vulcan-1700-vaquero-abs,"4-stroke, 52-degree V-twin, liquid-cooled","1,700cc",102.0 x 104.0mm,9.5:1,,"107.6 lb-ft @ 2,750 rpm",DFI® with 42mm throttle bodies (2),TCBI with Electronic Advance,6-speed with overdrive and positive neutral finder,Carbon fiber-reinforced belt,"Electronic Cruise Control, Kawasaki Advanced Coactive-Braking Technology (K-ACT) ABS",45mm Showa telescopic fork/5.5 in,"Swingarm with twin air-assisted shocks, with 4-way adjustable rebound damping/3.1 in",130/90-16,170/70-16,"Dual 300mm discs, dual four-piston calipers, K-ACT ABS","Single 300mm disc, twin-piston caliper, K-ACT ABS","Steel, double-cradle with box-section single-tube backbone",30°/7.0 in,98.8 in,38.2 in,50.8 in,5.7 in,28.7 in,,844.5 lb*,5.3 gal,65.6 in,Integrated audio system with SiriusXM and intercom headset compatibility,Metallic Brilliant Golden Black
Kawasaki,vulcan,touring-cruiser,vulcan-1700-voyager,2025,Vulcan-1700-Voyager-ABS,"4-stroke, 52-degree V-twin, liquid-cooled","1,700cc",102.0 x 104.0mm,9.5:1,,"107.6 lb-ft @ 2,750 rpm",DFI® with 42mm throttle bodies (2),TCBI with Electronic Advance,6-speed with overdrive and positive neutral finder,Carbon fiber-reinforced belt,"Electronic Cruise Control, Kawasaki Advanced Coactive-Braking Technology (K-ACT) ABS",45mm Showa telescopic fork/5.5 in,"Swingarm with twin air-assisted shocks, with 4-way adjustable rebound damping/3.1 in",130/90-16,170/70-16,"Dual 300mm discs, dual four-piston calipers, K-ACT ABS","Single 300mm disc, twin-piston caliper, K-ACT ABS","Steel, double-cradle with box-section single-tube backbone",30°/7.0 in,100.8 in,39.2 in,61.0 in,5.3 in,28.7 in,,895.2 lb*,5.3 gal,65.6 in,Integrated audio system with SiriusXM and intercom headset compatibility,Metallic Ocean Blue/Metallic Moondust Gray
Kawasaki,klr,dual-sport,klr650,2025,klr650,"4-stroke, single cylinder, DOHC",652cc,100.0 x 83.0mm,9.8:1,,"39.1 lb-ft @ 4,500 rpm",DFI® with 40mm throttle body,CDI,"5-speed, return shift with wet multi-disc manual clutch",Sealed chain,Anti-lock Brake System (ABS),41mm telescopic fork/ 7.9 in,Uni-Trak® single shock with adjustable rebound damping and adjustable spring preload/8.0 in,90/90-21,130/80-17,Single 300mm disc with 2-piston calipers (and ABS),Single 240mm disc with single-piston caliper (and ABS),"Tubular, semi-double cradle",30.0°/4.8 in,89.8 in,38.2 in,57.7/56.3 in (screen hi/lo),8.3 in,34.3 in,"416.6 lb** (ABS), 412.1 lb** (non-ABS)","460.6 lb* (ABS), 456.2 lb* (non-ABS)",6.1 gal,60.6 in,,"Metallic Matte Old School Green, Pearl Crystal White/Metallic Carbon Gray"
Kawasaki,klr,dual-sport,klr650,2025,klr650-s-abs,"4-stroke, single cylinder, DOHC",652cc,100.0 x 83.0mm,9.8:1,,"39.1 lb-ft @ 4,500 rpm",DFI® with 40mm throttle body,CDI,"5-speed, return shift with wet multi-disc manual clutch",Sealed chain,Anti-lock Brake System (ABS),41mm telescopic fork/ 6.7 in,Uni-Trak® single shock with adjustable rebound damping and adjustable spring preload/7.0 in,90/90-21,130/80-17,Single 300mm disc with 2-piston calipers (and ABS),Single 240mm disc with single-piston caliper (and ABS),"Tubular, semi-double cradle",29.5°/4.6 in,88.8 in,38.2 in,56.3/54.9 in (screen hi/lo),7.3 in,32.1 in,"416.6 lb** (ABS), 412.1 lb** (non-ABS)","460.6 lb* (ABS), 456.2 lb* (non-ABS)",6.1 gal,59.6 in,,"Metallic Matte Old School Green, Pearl Crystal White/Metallic Carbon Gray"
Kawasaki,klr,dual-sport,klr650,2025,klr650-adventure-abs,"4-stroke, single cylinder, DOHC",652cc,100.0 x 83.0mm,9.8:1,,"39.1 lb-ft @ 4,500 rpm",DFI® with 40mm throttle body,CDI,"5-speed, return shift with wet multi-disc manual clutch",Sealed chain,Anti-lock Brake System (ABS),41mm telescopic fork/ 7.9 in,Uni-Trak® single shock with adjustable rebound damping and adjustable spring preload/8.0 in,90/90-21,130/80-17,Single 300mm disc with 2-piston calipers (and ABS),Single 240mm disc with single-piston caliper (and ABS),"Tubular, semi-double cradle",30.0°/4.8 in,89.8 in,38.2 in,57.3/55.9 in (screen hi/lo),8.3 in,34.3 in,,487.1 lb*,6.1 gal,60.6 in,,"Cypher Camo Beige/Metallic Matte Carbon Gray, Metallic Matte Twilight Blue"
Kawasaki,klx,off-road,klx110r,2025,klx110r,"4-stroke, single-cylinder, SOHC, air-cooled",112cc,53.0 x 50.6mm,9.5:1,,,Keihin PB18 carburetor and screw type throttle limiter on grip housing,DC-CDI,"4-speed, return shift, automatic centrifugal and wet, multi-disc clutch",Chain,,30mm hydraulic telescopic fork/4.3 in,Swingarm with single hydraulic shock/4.3 in,2.50 x 14,3.00 x 12,"90mm mechanical drum, cable actuated","110mm mechanical drum, rod actuated","Backbone frame, high-tensile steel",24.8°/2.0 in,61.4 in,25.6 in,37.6 in,8.5 in,26.8 in,,167.5 lb*,1.0 gal,42.3 in,,"Lime Green, Battle Gray"
Kawasaki,klx,off-road,klx110r,2025,klx110r-l,"4-stroke, single-cylinder, SOHC, air-cooled",112cc,53.0 x 50.6mm,9.5:1,,,Keihin PB18 carburetor and screw type throttle limiter on grip housing,DC-CDI,"4-speed, return shift, wet multi-disc manual clutch",Chain,,30mm hydraulic telescopic fork/5.5 in,Swingarm with single hydraulic shock/5.2 in,2.50 x 14,3.00 x 12,"90mm mechanical drum, cable actuated","110mm mechanical drum, rod actuated","Backbone frame, high-tensile steel",24.2°/1.9 in,61.4 in,25.6 in,39.0 in,10.4 in,28.7 in,,167.5 lb*,1.0 gal,42.3 in,,"Lime Green, Battle Gray"
Kawasaki,klx,off-road,klx140r,2025,klx140r,"4-stroke, single-cylinder, SOHC, air-cooled",144cc,58.0 x 54.4mm,9.5:1,,,Keihin PB20 carburetor,Digital DC-CDI,"5-speed, return shift, with wet multi-disc manual clutch",Chain,,33mm telescopic fork/7.1 in,Uni-Trak® linkage system and single shock with 5-way preload adjustability/7.1 in,70/100-17,90/100-14,Single 220mm petal disc with a dual-piston caliper,Single 186mm petal disc with single-piston caliper,"High-tensile steel, box-section perimeter",27.0°/3.3 in,71.7 in,31.1 in,41.3 in,9.3 in,30.7 in,,205.0 lb*,1.5 gal,49.6 in,,"Lime Green, Battle Gray"
Kawasaki,klx,off-road,klx140r,2025,klx140r-l,"4-stroke, single-cylinder, SOHC, air-cooled",144cc,58.0 x 54.4mm,9.5:1,,,Keihin PB20 carburetor,Digital DC-CDI,"5-speed, return shift, with wet multi-disc manual clutch",Chain,,33mm telescopic fork/7.1 in,"Uni-Trak® linkage system and single shock with piggyback reservoir, fully adjustable preload and 22-way rebound damping/7.1 in",70/100-19,90/100-16,Single 220mm petal disc with a dual-piston caliper,Single 186mm petal disc with single-piston caliper,"High-tensile steel, box-section perimeter",27.0°/3.8 in,74.6 in,31.1 in,42.3 in,10.0 in,31.5 in,,209.4 lb*,1.5 gal,50.6 in,,"Lime Green, Battle Gray"
Kawasaki,klx,off-road,klx140r,2025,klx140r-f,"4-stroke, single-cylinder, SOHC, air-cooled",144cc,58.0 x 54.4mm,9.5:1,,,Keihin PB20 carburetor,Digital DC-CDI,"5-speed, return shift, with wet multi-disc manual clutch",Chain,,33mm telescopic fork/7.5 in,"Uni-Trak® linkage system and single shock with piggyback reservoir, 20-way rebound damping and threaded preload adjustability/7.9 in",2.75 x 21,4.10 x 18,Single 220mm petal disc with a dual-piston caliper,Single 186mm petal disc with single-piston caliper,"High-tensile steel, box-section perimeter",27.0°/4.6 in,78.9 in,31.1 in,44.7 in,12.4 in,33.9 in,,218.2 lb*,1.5 gal,52.4 in,,"Lime Green, Battle Gray"
Kawasaki,klx,off-road,klx230r,2025,klx230r,"4-stroke, single-cylinder, SOHC, air-cooled",233cc,67.0 x 66.0mm,9.4:1,,,DFI® with 32mm Keihin throttle body,TCBI with electronic advance,"6-speed, return shift with wet multi-disc manual clutch",Chain,,37mm telescopic fork/9.8 in,Uni-Trak® linkage system and single shock with adjustable spring preload/9.8 in,80/100-21,100/100-18,Single 240mm petal disc with a dual-piston caliper,Single 220mm petal disc with single-piston caliper,"High-tensile steel, box-section perimeter",25.4°/4.2 in,80.5 in,33.3 in,47.2 in,11.4 in,35.6 in,,262.4 lb* / 264.5 lb* 50-State Model,2.0 gal,54.1 in,,"Lime Green, Battle Gray"
Kawasaki,klx,off-road,klx230r,2025,klx230r-s,"4-stroke, single-cylinder, SOHC, air-cooled",233cc,67.0 x 66.0mm,9.4:1,,,DFI® with 32mm Keihin throttle body,TCBI with electronic advance,"6-speed, return shift with wet multi-disc manual clutch",Chain,,37mm telescopic fork/8.7 in,Uni-Trak® linkage system and single shock with adjustable spring preload/8.8 in,80/100-21,100/100-18,Single 240mm petal disc with a dual-piston caliper,Single 220mm petal disc with single-piston caliper,"High-tensile steel, box-section perimeter",24.6°/3.9 in,80.5 in,33.3 in,46.7 in,10.6 in,34.4 in,,262.4 lb* / 264.5 lb* 50-State Model,2.0 gal,53.3 in,,"Lime Green, Battle Gray"
Kawasaki,klx,off-road,klx300r,2025,klx300r,"4-stroke, single-cylinder, DOHC, liquid-cooled",292cc,78.0 x 61.2mm,11.0:1,,,DFI® with 34mm Keihin throttle body,TCBI with electronic advance,"6-speed, return shift with wet multi-disc manual clutch",Chain,,43mm inverted telescopic fork with adjustable compression damping/11.2 in,"Uni-Trak® gas charged shock with piggyback reservoir with adjustable compression, rebound damping and spring preload/11.2 in",3.0 x 21,4.6 x 18,Single 270mm petal disc with a dual-piston caliper,Single 240mm petal disc with single-piston caliper,Semi-double cradle,26.9°/4.3 in,86.6 in,32.5 in,49.0 in,11.8 in,35.4 in,,282.2 lb* / 286.7 lb* 50-State Model,2.1 gal,56.5 in,,"Lime Green, Battle Gray"
Kawasaki,klx,dual-sport,klx230,2025,klx230-s,"4-stroke single, SOHC, air-cooled",233cc,67.0 x 66.0mm,9.4:1,,"13.0 lb-ft @ 6,400 rpm",DFI® with 32mm throttle body,TCBI with Electronic Advance,6-speed,Sealed chain,Anti-lock Brake System (ABS),37mm telescopic fork/7.9 in,Uni-Trak® linkage system and single shock with adjustable spring preload/8.8 in,2.75 x 21,4.10 x 18,Single 240mm (265mm ABS Model) petal disc with a dual-piston caliper (and ABS),Single 220mm petal disc with single-piston caliper (and ABS),"Perimeter, high-tensile steel",24.6°/3.8 in,81.9 in,33.3 in,44.9 in,9.4 in,33.3 in,"275.6 lb** (ABS), 273.4 lb** (non-ABS) / 277.7 lb** (ABS), 275.5 lb** (non-ABS) 50-State Model","291.1 lb* (ABS), 288.9 lb* (non-ABS) / 293.3 lb* (ABS), 291.1 lb* (non-ABS) 50-State Model",2.0 gal,53.7 in,"ERGO-FIT®, LCD Instrumentation with Smartphone Connectivity via RIDEOLOGY THE APP MOTORCYCLE",Lime Green
Kawasaki,klx,dual-sport,klx300,2025,klx300,"4-stroke, single-cylinder, DOHC, liquid-cooled",292cc,78.0 x 61.2mm,11.1:1,,"18.1 lb-ft @ 7,000 rpm",DFI® with 34mm Keihin throttle body,CDI,"6-speed, return shift with wet multi-disc manual clutch",Chain,,43mm inverted telescopic fork with adjustable compression damping/10.0 in,"Uni-Trak® gas charged shock with piggyback reservoir with adjustable compression, rebound damping and spring preload/9.1 in",3.0 x 21,4.6 x 18,Single 250mm petal disc with a dual-piston caliper,Single 240mm petal disc with single-piston caliper,"Tubular, semi-double cradle",26.7°/4.2 in,86.6 in,32.3 in,47.4 in,10.8 in,35.2 in,,302.1 lb*,2.1 gal,56.7 in,,"Lime Green, Battle Gray"
Kawasaki,klx,supermoto,klx230sm,2025,klx230sm-abs,"4-stroke single, SOHC, air-cooled",233cc,67.0 x 66.0mm,9.4:1,,"13.0 lb-ft @ 6,400 rpm",DFI® with 32mm throttle body,TCBI with Electronic Advance,6-speed,Sealed chain,Anti-lock Brake System (ABS),37mm telescopic fork/7.4 in,Uni-Trak® linkage system and single shock with adjustable spring preload/8.8 in,110/70-17,120/70-17,Single 300mm petal disc with a dual-piston caliper and ABS,Single 220mm petal disc with single-piston caliper and ABS,"Perimeter, high-tensile steel",24.9°/3.0 in,80.1 in,33.3 in,44.3 in,8.7 in,33.1 in,284.4/286.5 lb** 50-State Model,299.9/302.1 lb* 50-State Model,2.0 gal,53.7 in,"ERGO-FIT®, LCD Instrumentation with Smartphone Connectivity via RIDEOLOGY THE APP MOTORCYCLE",Battle Gray
Kawasaki,klx,supermoto,klx300sm,2025,klx300sm,"4-stroke, single-cylinder, DOHC, liquid-cooled",292cc,78.0 x 61.2mm,11.1:1,,"18.1 lb-ft @ 7,000 rpm",DFI® with 34mm Keihin throttle body,CDI,"6-speed, return shift with wet multi-disc manual clutch",Chain,,43mm inverted cartridge fork with adjustable compression damping/9.1 in,Uni-Trak® gas charged shock with piggyback reservoir with adjustable rebound damping and spring preload/8.1 in,110/70-17,130/70-17,Single 300mm petal disc with a dual-piston caliper,Single 240mm petal disc with single-piston caliper,"Tubular, semi-double cradle",25.0°/2.8 in,83.3 in,31.1 in,44.7 in,9.3 in,33.9 in,,304.3 lb*,2.1 gal,56.5 in,,"Battle Gray, Phantom Blue"
Kawasaki,kx,kx-youth-mx,kx-65,2025,kx65,"2-stroke, single-cylinder, liquid-cooled",64cc,44.5 x 41.6mm,8.4:1,,,24mm Mikuni carburetor,CDI with digital advance,"6-speed, return shift, with wet multi-disc manual clutch",Chain,,33mm leading axle telescopic fork with 4-way rebound damping/8.3 in,Uni-Trak® single shock system with stepless 3-turns rebound damping and fully adjustable spring preload/9.4 in,60/100-14,80/100-12,"Single 180mm disc with 
single-piston caliper","Single 180mm disc with 
single-piston caliper",High-tensile steel semi-double cradle,27.0°/2.4 in,62.6 in,29.9 in,37.6 in,12.0 in,29.9 in,,132.2 lb*,1.0 gal,44.1 in,,Lime Green
Kawasaki,kx,kx-youth-mx,kx-85,2025,kx85,"2-stroke, single-cylinder with exhaust power valve (KIPS), liquid-cooled",84cc,48.5 x 45.8mm,10.9:1 (low speed) / 9.0:1 (high speed),,,28mm Keihin carburetor,CDI with digital advance,"6-speed, return shift, with wet multi-disc manual clutch",Chain,,36mm inverted telescopic cartridge fork with 20-way compression damping/10.8 in,"Uni-Trak® single shock system with 24-way compression and 21-way rebound damping, plus adjustable spring preload/10.8 in",70/100-17,90/100-14,"Single 220mm petal disc with 
dual-piston caliper","Single 184mm petal disc with 
single-piston caliper",High-tensile steel perimeter design with subframe member,29.0°/3.8 in,72.0 in,30.1 in,43.3 in,11.4 in,32.7 in,,164.4 lb*,1.32 gal,49.8 in,ERGO-FIT®,Lime Green
Kawasaki,kx,kx-youth-mx,kx-112,2025,kx112,"2-stroke, single-cylinder with exhaust power valve (KIPS), liquid-cooled",112cc,52.5 x 51.6mm,9.9:1 (low speed) / 8.6:1 (high speed),,,28mm Keihin carburetor,CDI with digital advance,"6-speed, return shift, with wet multi-disc manual clutch",Chain,,36mm inverted telescopic cartridge fork with 20-way compression damping/10.8 in,Uni-Trak® gas charged shock with piggyback reservoir with 24-way compression and 21-way rebound damping plus adjustable spring preload/10.8 in,70/100-19,90/100-16,"Single 220mm petal disc with 
dual-piston caliper","Single 184mm petal disc with 
single-piston caliper",High-tensile steel perimeter design with subframe member,29.0°/4.3 in,75.6 in,30.1 in,45.3 in,13.0 in,34.3 in,,169.7 lb*,1.32 gal,51.6 in,ERGO-FIT®,Lime Green
Kawasaki,kx,full-size-mx,kx-250,2025,kx250,"4-stroke, single-cylinder, DOHC, liquid-cooled",249cc,78.0 x 52.2mm,14.0:1,,,DFI® with 44mm Keihin throttle body and dual injectors,Digital DC-CDI,"5-speed, return shift, with wet multi-disc manual clutch and hydraulic clutch actuation",Chain,"Power Modes, Kawasaki TRaction Control (KTRC), Launch Control Mode",49mm Showa inverted telescopic coil-spring fork with 23-way compression damping and 20-way rebound damping /12.0 in,"Uni-Trak® with dual-range (2.25 turns high speed/21-way low-speed) compression damping, 38-way rebound damping and adjustable preload/12.1 in",80/100-21,110/90-19,Single semi-floating 270mm Braking petal disc with dual-piston caliper,Single 240mm Braking petal disc with single-piston caliper,Aluminum perimeter,27.0°/4.7 in,86.2 in,32.3 in,49.8 in,13.4 in,37.6 in,,230.8 lb* without fuel / 240.7 lb*,1.64 gal,58.5 in,"Smartphone Connectivity via RIDEOLOGY THE APP KX™, ERGO-FIT®",Lime Green
Kawasaki,kx,full-size-mx,kx-250,2024,kx250-50th-anniversary-edition,"4-stroke single, DOHC, liquid-cooled",249cc,78.0 x 52.2mm,14.1:1,,,DFI® with 44mm Keihin throttle body and dual injectors,Digital CDI,"5-speed, return shift, with wet multi-disc manual clutch",Chain,Launch Control Mode,48mm inverted telescopic coil-spring fork with 23-way compression damping and 20-way rebound damping /12.4 in,"Uni-Trak® with dual-range (2.25 turns high speed/21-way low-speed) compression damping, 38-way rebound damping and adjustable preload/12.4 in",80/100-21,110/90-19,Single semi-floating 270mm Braking petal disc with dual-piston caliper,Single 240mm Braking petal disc with single-piston caliper,Aluminum perimeter,28.0°/4.6 in,86.2 in,32.3 in,50.0 in,13.6 in,37.8 in,,227.6 lb* without fuel / 237.7 lb*,1.64 gal,58.5 in,,Lime Green
Kawasaki,kx,full-size-mx,kx-450,2025,kx450,"4-stroke, single-cylinder, DOHC, liquid-cooled",449cc,96.0 x 62.1mm,12.5:1,,,DFI® with 44mm Keihin throttle body,Digital CDI with handlebar-controlled power modes,"5-speed, return shift, with wet multi-disc manual clutch and hydraulic clutch actuation",Chain,"Power Modes, Kawasaki TRaction Control (KTRC), Launch Control Mode",49mm Showa inverted telescopic coil-spring fork with 21-way adjustable compression and 22-way adjustable rebound damping/12.0 in,"Uni-Trak® gas charged shock with piggyback reservoir with adjustable dual-range compression damping (19-way low speed and 4.25 turn stepless high speed), 23-way adjustable rebound damping and stepless adjustable preload/12.1 in",80/100-21,120/80-19,Single semi-floating 270mm Braking/Sunstar petal disc with Brembo master cylinder and dual-piston caliper,Single 240mm Braking/Sunstar petal disc with single-piston caliper,Aluminum perimeter,26.6°/4.5 in,85.8 in,32.3 in,50.0 in,13.6 in,37.8 in,,238.3 lb* without fuel / 248.2 lb*,1.64 gal,58.3 in,"Smartphone Connectivity via RIDEOLOGY THE APP KX™, ERGO-FIT®",Lime Green
Kawasaki,kx,full-size-mx,kx-450,2024,kx450-50th-anniversary-edition,"4-stroke single, DOHC, liquid-cooled",449cc,96.0 x 62.1mm,12.5:1,,,DFI® with 44mm Keihin throttle body,Digital CDI with handlebar-controlled Power Modes,"5-speed, return shift, with wet multi-disc manual clutch and hydraulic clutch actuation",Chain,"Power Modes, Kawasaki TRaction Control (KTRC), Launch Control Mode",49mm inverted telescopic coil-spring fork with 21-way adjustable compression and 22-way adjustable rebound damping/12.0 in,"Uni-Trak® gas charged shock with piggyback reservoir with adjustable dual-range compression damping (19-way low speed and 4.25 turn stepless high speed), 23-way adjustable rebound damping and stepless adjustable preload/12.1 in",80/100-21,120/80-19,Single semi-floating 270mm Braking/Sunstar petal disc with Brembo master cylinder and dual-piston caliper,Single 240mm Braking/Sunstar petal disc with single-piston caliper,Aluminum perimeter,26.6°/4.5 in,85.8 in,32.3 in,50.0 in,13.6 in,37.8 in,,238.3 lb* without fuel / 248.2 lb*,1.64 gal,58.3 in,Smartphone Connectivity via RIDEOLOGY THE APP,Lime Green
Kawasaki,kx,full-size-mx,kx-450sr,2025,kx450sr,"4-stroke, single-cylinder, DOHC, liquid-cooled",449cc,96.0 x 62.1mm,12.5:1,,,DFI® with 44mm Keihin throttle body,Digital CDI with handlebar-controlled power modes,"5-speed, return shift, with wet multi-disc manual clutch and hydraulic clutch actuation",Chain,"Power Modes, Kawasaki TRaction Control (KTRC), Launch Control Mode",49mm Showa inverted telescopic coil-spring fork with 21-way adjustable compression and 22-way adjustable rebound damping/12.0 in,"Uni-Trak® gas charged shock with piggyback reservoir with adjustable dual-range compression damping (19-way low speed and 4.25 turn stepless high speed), 23-way adjustable rebound damping and stepless adjustable preload/12.1 in",80/100-21,120/80-19,Single semi-floating 270mm Braking/Sunstar petal disc with Brembo master cylinder and dual-piston caliper,Single 240mm Braking/Sunstar petal disc with single-piston caliper,Aluminum perimeter,26.6°/4.5 in,86.0 in,32.3 in,50.0 in,13.4 in,37.6 in,,238.2 lb* without fuel / 248.2 lb*,1.64 gal,58.5 in,"Smartphone Connectivity via RIDEOLOGY THE APP KX™, ERGO-FIT®",Lime Green
Kawasaki,kx,full-size-cross-country,kx-250x,2025,kx250x,"4-stroke, single-cylinder, DOHC, liquid-cooled",249cc,78.0 x 52.2mm,14.0:2,,,DFI® with 44mm Keihin throttle body and dual injectors,Digital DC-CDI,"5-speed, return shift, with wet multi-disc manual clutch and hydraulic clutch actuation",Chain,"Power Modes, Kawasaki TRaction Control (KTRC), Launch Control Mode",49mm Showa inverted telescopic coil-spring fork with 23-way compression damping and 20-way rebound damping /12.0 in,"Uni-Trak® with dual-range (2.25 turns high speed/21-way low-speed) compression damping, 38-way rebound damping and adjustable preload/12.1 in",80/100-21,110/100-18,Single semi-floating 270mm Braking petal disc with dual-piston caliper,Single 240mm Braking petal disc with single-piston caliper,Aluminum perimeter,27.5°/4.8 in,85.8 in,32.3 in,49.6 in,13.0 in,37.2 in,,233.2 lb* without fuel / 243.2 lb*,1.64 gal,58.5 in,"Smartphone Connectivity via RIDEOLOGY THE APP KX™, ERGO-FIT®",Lime Green
